"corpus_string","Freq"
"shiveringly",1
"shivers",1
"shoe",1
"shoon",1
"shop",1
"shore",1
"shorter",1
"shouldering",1
"shouting",1
"shovelful",1
"showy",1
"shriek",1
"shrieks",1
"shrubs",1
"shrugged",1
"shuffled",1
"shunning",1
"shuttlecocks",1
"sideboard",1
"sideways",1
"sidled",1
"signal",1
"signature",1
"signet",1
"significant",1
"signify",1
"silenced",1
"silky",1
"silvery",1
"simpleton",1
"simultaneously",1
"sinewy",1
"singer",1
"sinister",1
"sins",1
"sip",1
"sipping",1
"sittings",1
"sizar",1
"skeletons",1
"sketch",1
"sketched",1
"skies",1
"skift",1
"skinned",1
"skirmishes",1
"skirts",1
"skittish",1
"skulk",1
"skurrying",1
"slam",1
"slammed",1
"slander",1
"slanders",1
"slant",1
"slapped",1
"slapping",1
"slaps",1
"slates",1
"slattenly",1
"slattern",1
"slaver",1
"slavered",1
"slavering",1
"slavish",1
"sleepers",1
"sleepless",1
"sleeplessness",1
"sleepy",1
"sleeve",1
"sleeves",1
"slide",1
"slim",1
"slinging",1
"slitting",1
"slouching",1
"slough",1
"slumbers",1
"smacked",1
"smartly",1
"smash",1
"smashed",1
"smashing",1
"smelt",1
"smiths",1
"smiting",1
"smitten",1
"smoked",1
"smothering",1
"smouldered",1
"smuggled",1
"snails",1
"snake",1
"snapped",1
"snapping",1
"snappish",1
"snappishly",1
"snarled",1
"snivel",1
"snoozled",1
"snorting",1
"snowy",1
"snuffed",1
"snuffers",1
"snuffing",1
"snug",1
"soap",1
"sobered",1
"sobriety",1
"sod",1
"sods",1
"soften",1
"sold",1
"soldier",1
"solicited",1
"soliciting",1
"solitudes",1
"somehow",1
"sooin",1
"soot",1
"soothe",1
"soothingly",1
"sorrowfully",1
"sorrows",1
"sotto",1
"soundly",1
"sour",1
"sourest",1
"sourly",1
"southern",1
"sow",1
"sowl",1
"sowls",1
"spaniel",1
"spanish",1
"sparely",1
"sparing",1
"spark",1
"sparkle",1
"sparrow",1
"spat",1
"spatters",1
"specimen",1
"speckless",1
"spectacles",1
"spectator",1
"spectres",1
"speculation",1
"speeches",1
"speedy",1
"spelt",1
"spending",1
"spices",1
"spilling",1
"spilt",1
"spiritual",1
"spitted",1
"splashed",1
"splashes",1
"splendidly",1
"splinter",1
"splinters",1
"split",1
"splitting",1
"spoils",1
"spoilt",1
"spontaneously",1
"spoon",1
"spoons",1
"sport",1
"sporting",1
"springer",1
"sprinkled",1
"sprinkling",1
"spur",1
"spurn",1
"spurred",1
"squalling",1
"squealing",1
"squeezed",1
"squint",1
"stab",1
"stack",1
"staff",1
"stage",1
"stagnates",1
"stained",1
"stale",1
"staling",1
"stall",1
"stalwart",1
"stammer",1
"stammering",1
"stamp",1
"stanchions",1
"stands",1
"staple",1
"stars",1
"startles",1
"stating",1
"stationary",1
"stationed",1
"statue",1
"staunch",1
"staunchly",1
"staves",1
"steadfastly",1
"stealthy",1
"steeped",1
"steer",1
"steering",1
"sterner",1
"sternness",1
"stickin",1
"stiffens",1
"stinging",1
"stipend",1
"stirs",1
"stocks",1
"stoical",1
"stolidity",1
"stomach",1
"stony",1
"stoop",1
"stooping",1
"stories",1
"storing",1
"storms",1
"stowing",1
"stragglers",1
"strained",1
"strangest",1
"strayed",1
"stream",1
"streamed",1
"streamers",1
"street",1
"streets",1
"strenuous",1
"strewn",1
"strictly",1
"stride",1
"strides",1
"striding",1
"strikes",1
"strode",1
"stroll",1
"strolled",1
"stronghold",1
"strongly",1
"strove",1
"structure",1
"structures",1
"stubbornly",1
"stuck",1
"studying",1
"stuffing",1
"stumble",1
"stumbled",1
"stunned",1
"stupefied",1
"subduing",1
"submissive",1
"substance",1
"successfully",1
"succinct",1
"succour",1
"sucked",1
"suckless",1
"sudn",1
"suffice",1
"sufficed",1
"suffocate",1
"suffused",1
"suggestion",1
"suggestive",1
"suicidal",1
"suing",1
"suitor",1
"sulkiness",1
"sullenness",1
"sultry",1
"summit",1
"summoning",1
"sunbeams",1
"sunny",1
"sunrise",1
"sunset",1
"superfluous",1
"superintend",1
"superstitious",1
"supped",1
"supplicated",1
"supplicating",1
"supplication",1
"supplied",1
"supporter",1
"suppress",1
"surer",1
"surgeons",1
"surlily",1
"surmise",1
"surmised",1
"surpassed",1
"susceptibility",1
"susceptible",1
"suspend",1
"suspended",1
"sustain",1
"sustaining",1
"sustenance",1
"swamp",1
"swamps",1
"swarm",1
"swarmed",1
"swarming",1
"swayed",1
"swaying",1
"sweep",1
"sweeter",1
"sweetness",1
"sweets",1
"swerved",1
"swine",1
"swing",1
"switch",1
"swoon",1
"swopped",1
"syllables",1
"sympathetic",1
"sympathies",1
"sympathize",1
"taan",1
"tacit",1
"taciturn",1
"tacked",1
"taen",1
"tails",1
"tallest",1
"talons",1
"tame",1
"tangible",1
"tankards",1
"tapers",1
"taps",1
"tarnish",1
"tarry",1
"tarts",1
"tasks",1
"tasted",1
"taunting",1
"tauntingly",1
"teacher",1
"teachers",1
"teaches",1
"teases",1
"tedious",1
"teens",1
"teething",1
"telled",1
"teller",1
"temperate",1
"tempers",1
"tempter",1
"tenacious",1
"tend",1
"tendency",1
"tenderly",1
"tending",1
"tends",1
"tension",1
"tent",1
"tenure",1
"terminating",1
"terrific",1
"testament",1
"texts",1
"theirseln",1
"themes",1
"theology",1
"thereto",1
"thible",1
"thickening",1
"thickly",1
"thinner",1
"thorns",1
"thorough",1
"thoughtlessly",1
"thoughtlessness",1
"thrang",1
"thrashing",1
"thrashings",1
"thread",1
"thrill",1
"thrilling",1
"thriven",1
"throbbing",1
"throstles",1
"throttled",1
"thud",1
"thumped",1
"thundering",1
"ticket",1
"tidied",1
"ties",1
"tiger",1
"tigers",1
"tightened",1
"tigress",1
"timber",1
"timidity",1
"tingled",1
"tingling",1
"tiny",1
"tip",1
"tiptoe",1
"titan",1
"titter",1
"tittered",1
"toasted",1
"tobacco",1
"togither",1
"toil",1
"toiled",1
"toilette",1
"tolerate",1
"tolerated",1
"tombs",1
"tome",1
"tools",1
"toothless",1
"topics",1
"topmost",1
"topped",1
"tops",1
"torch",1
"tormented",1
"tormenting",1
"tormentor",1
"torments",1
"torn",1
"tortures",1
"total",1
"tottered",1
"touchy",1
"towel",1
"towering",1
"towns",1
"toys",1
"tracing",1
"tracked",1
"trail",1
"trailed",1
"trait",1
"tramped",1
"trample",1
"transactions",1
"transfigured",1
"transformed",1
"transforming",1
"transgress",1
"transmit",1
"transmuted",1
"transplanted",1
"trary",1
"travel",1
"traveller",1
"travels",1
"treacherous",1
"treaty",1
"trembles",1
"tremendous",1
"tresses",1
"trial",1
"trickle",1
"trickled",1
"trim",1
"trinket",1
"trinkets",1
"trio",1
"tripped",1
"triumphant",1
"triumphed",1
"trodden",1
"trombone",1
"troublesome",1
"troublesomely",1
"trough",1
"truer",1
"trumpet",1
"trunk",1
"trunks",1
"trustees",1
"trustful",1
"trusting",1
"tube",1
"tuesday",1
"tuft",1
"tuh",1
"tum",1
"tumblerfuls",1
"tumultuously",1
"tunes",1
"tureen",1
"turkey",1
"turnip",1
"tush",1
"tutor",1
"tutored",1
"twang",1
"twentieth",1
"twined",1
"twinkle",1
"twist",1
"twisting",1
"twitches",1
"tyrannically",1
"tyrannies",1
"ud",1
"ull",1
"ultimate",1
"umph",1
"unacceptable",1
"unaccountable",1
"unachieved",1
"unalterably",1
"unannoyed",1
"unanswered",1
"unavailing",1
"unavenged",1
"unavoidably",1
"unbarred",1
"unbeliever",1
"unbidden",1
"uncared",1
"uncarpeted",1
"unceremoniously",1
"uncertainly",1
"unchain",1
"unchangeable",1
"unchanged",1
"uncivil",1
"uncleared",1
"unclose",1
"unclosed",1
"uncombed",1
"uncomplaining",1
"uncompromising",1
"unconsciously",1
"unconsciousness",1
"uncovered",1
"uncoveted",1
"uncurled",1
"uncurtained",1
"undecided",1
"undefined",1
"undeniable",1
"undergo",1
"undergone",1
"underlined",1
"understanding",1
"undertone",1
"undertook",1
"undeserved",1
"undisguised",1
"undisputed",1
"undisturbed",1
"undone",1
"undulating",1
"uneasily",1
"unequal",1
"unfastened",1
"unfixed",1
"unfledged",1
"unflinching",1
"unfold",1
"unformed",1
"unfortunately",1
"unfriended",1
"ungenerous",1
"ungodly",1
"ungovernable",1
"ungraciously",1
"unharmed",1
"unhasp",1
"unheard",1
"unheeding",1
"uniform",1
"uninhabited",1
"unison",1
"universe",1
"unjustly",1
"unknotted",1
"unlimited",1
"unlock",1
"unlucky",1
"unmanned",1
"unmannerly",1
"unmistakably",1
"unmolested",1
"unmoved",1
"unnerved",1
"unnoticed",1
"unobstructed",1
"unperilous",1
"unpleasing",1
"unprincipled",1
"unquiet",1
"unreclaimed",1
"unreconciled",1
"unresting",1
"unrestrained",1
"unrevenged",1
"unripped",1
"unruly",1
"unsaid",1
"unsatisfactorily",1
"unseasonable",1
"unseen",1
"unsettle",1
"unsettled",1
"unslinging",1
"unsolicited",1
"unspeakably",1
"unsubstantial",1
"unsuccessful",1
"unsummoned",1
"unsuspecting",1
"untenanted",1
"untidy",1
"untie",1
"untied",1
"until",1
"untold",1
"untroubled",1
"untying",1
"unutterable",1
"unutterably",1
"unvalued",1
"unwarrantable",1
"unwashed",1
"unwaveringly",1
"unwearied",1
"unwelcome",1
"unwelcomed",1
"unwell",1
"unwittingly",1
"unwonted",1
"upbraid",1
"uplands",1
"uppermost",1
"ups",1
"upward",1
"urge",1
"urges",1
"urn",1
"usage",1
"useful",1
"uselessness",1
"using",1
"usuald",1
"v",1
"vacancy",1
"vagaries",1
"vaguely",1
"vallances",1
"valorously",1
"valour",1
"valuable",1
"vampire",1
"vane",1
"vanish",1
"vanishing",1
"vanquish",1
"vapour",1
"variations",1
"variety",1
"varrah",1
"varry",1
"vast",1
"vegetables",1
"veil",1
"vein",1
"veins",1
"vengeance",1
"venom",1
"vent",1
"ventilation",1
"venturesome",1
"venturing",1
"verbs",1
"verdant",1
"verge",1
"verging",1
"verified",1
"verses",1
"vestige",1
"veto",1
"vexatious",1
"vi",1
"vials",1
"vibrates",1
"vice",1
"vicious",1
"victim",1
"vii",1
"viii",1
"villainous",1
"vindictive",1
"vindictiveness",1
"vinegar",1
"viol",1
"viper",1
"virtue",1
"virtuous",1
"virulency",1
"visage",1
"visibly",1
"visions",1
"visitations",1
"vivid",1
"vividly",1
"vivisection",1
"vixen",1
"vocal",1
"vocally",1
"vocation",1
"voce",1
"vociferate",1
"vociferated",1
"vociferating",1
"voices",1
"volunteer",1
"vouchsafed",1
"w",1
"wad",1
"wafted",1
"wag",1
"wage",1
"wah",1
"waif",1
"wailing",1
"waken",1
"wakens",1
"wallflowers",1
"wanderers",1
"wanders",1
"wardrobe",1
"wark",1
"warks",1
"warld",1
"warmly",1
"warms",1
"warmth",1
"warrant",1
"watchdog",1
"watered",1
"watering",1
"watery",1
"wavered",1
"waves",1
"waving",1
"wax",1
"waxen",1
"waxing",1
"waywardness",1
"weaker",1
"weapons",1
"wearies",1
"weariness",1
"wearing",1
"wearisomest",1
"weasel",1
"weathercocks",1
"weathered",1
"wed",1
"weeds",1
"weell",1
"weighed",1
"weighing",1
"weighs",1
"weighty",1
"welcomed",1
"western",1
"wheare",1
"wheedle",1
"wheedling",1
"wheeled",1
"wheeling",1
"whelphood",1
"whereby",1
"whereupon",1
"whichever",1
"whimper",1
"whipping",1
"whirl",1
"whirled",1
"whispers",1
"whist",1
"whistle",1
"whistled",1
"whiteness",1
"whoever",1
"whoiver",1
"wickedness",1
"wickednesses",1
"wider",1
"wielded",1
"wildered",1
"wilfully",1
"willn",1
"willow",1
"wilt",1
"wince",1
"wincing",1
"winding",1
"winked",1
"winsome",1
"wintry",1
"wisely",1
"witches",1
"withdraw",1
"withdrawing",1
"withdrew",1
"wod",1
"wold",1
"wolfish",1
"wolfishly",1
"wollsome",1
"wonderful",1
"wonderfully",1
"wondrously",1
"wool",1
"wordy",1
"worms",1
"worries",1
"worship",1
"wounded",1
"wounds",1
"wrangle",1
"wrap",1
"wrapping",1
"wrenching",1
"wrest",1
"wretchedness",1
"wretches",1
"wringing",1
"wrinkles",1
"writer",1
"x",1
"xi",1
"xii",1
"xiii",1
"xiv",1
"xix",1
"xv",1
"xvi",1
"xvii",1
"xviii",1
"xx",1
"xxi",1
"xxii",1
"xxiii",1
"xxiv",1
"xxix",1
"xxv",1
"xxvi",1
"xxvii",1
"xxviii",1
"xxx",1
"xxxi",1
"xxxii",1
"xxxiii",1
"xxxiv",1
"yawn",1
"yeah",1
"yearly",1
"yearn",1
"yelled",1
"yelling",1
"yells",1
"yelped",1
"yoak",1
"yorkshire",1
"youngsters",1
"yourseln",1
"yourselves",1
"zeal",1
"zealous",1
"zest",1
